name,url,cuisines,area,timing,full_address,phonenumber,ishomedelivery,istakeaway,isindoorseating,isvegonly,dinner_ratings,dinner_reviews,delivery_ratings,delivery_reviews,knownfor,populardishes,peopleknownfor,averagecost,city,latitude,longitude,overall_rating,total_reviews,demand_score,restaurant_density,cost_index,cuisine_count,area_demand_score,area_avg_rating
Lassi Shop,https://www.zomato.com/bangalore/lassi-shop-1-rajajinagar-bangalore,"beverages, ice cream, desserts, shake","Rajajinagar, Bangalore",11am – 11:30pm (Today),"403, Shop 2, 11th Cross, 1st N Block, Rajajinagar, Bangalore",+917760853848,1,1,0,0,3.4,9,3.8,3747,,,,200,Bangalore,,,3.5999999999999996,3756,2068.0,85,0.39612832811557575,4,1653.3764705882354,4.008235294117647
Natural Ice Cream,https://www.zomato.com/bangalore/natural-ice-cream-malleshwaram,"ice cream, beverages","Malleshwaram, Bangalore",11am – 11pm (Today),"Shop 2, Margosa Building, 13th Cross, Margosa Road, Opposite City Union Bank, Malleshwaram, Bangalore",+918023348000,1,1,1,1,4.2,253,4.6,847,,,"Good Options, Flavour, Nice Place, Value for Money, Staff, Quality",300,Bangalore,,,4.4,1100,780.0,73,0.5941924921733636,2,2327.3424657534247,4.053424657534246
California Burrito,https://www.zomato.com/bangalore/california-burrito-malleshwaram,"mexican, fast food, beverages, desserts","Mantri Square, Malleshwaram, Bangalore",11am – 11pm (Today),"3rd Floor, Mantri Mall, Malleshwaram, Bangalore",+918047091118,1,1,1,0,4.0,157,4.2,2453,,"Mexican Sunrise, Taco, Rice Bowl, Nachos","Healthy Food, Spicy, Staff, Service",500,Bangalore,,,4.1,2610,1515.0,12,0.9903208202889393,4,1618.75,3.908333333333333
Glen's Bakehouse,https://www.zomato.com/bangalore/glens-bakehouse-sanjay-nagar-bangalore,"bakery, salad, fast food, beverages, pizza, sandwich, italian, shake","Sanjay Nagar, Bangalore","12midnight – 1am, 9:01am – 12midnight (Today)","88, 2nd Stage, Devasandra, 80 Feet Road, Sanjay Nagar, Bangalore",+916364927081,1,1,1,0,2.7,66,4.1,1692,,,"Comforting Atmosphere, Hospitality, Elaborate Menu, Good Quality, Quantity",500,Bangalore,,,3.4,1758,1084.0,23,0.9903208202889393,8,491.8478260869565,3.973913043478261
New Naidu Hotel,https://www.zomato.com/bangalore/new-naidu-hotel-1-peenya-bangalore,"north indian, chinese, andhra, biryani, beverages, ice cream","Peenya, Bangalore",12noon – 11pm (Today),"75, Ground Floor, KGNSS Layout, Rajgopalnagar Main Road, 2nd Stage, Peenya, Bangalore",+917619473677,1,1,1,0,3.6,6,4.2,1719,,,,800,Bangalore,,,3.9000000000000004,1725,1072.5,7,1.584513312462303,6,722.4285714285714,3.9857142857142853
Bucket Biryani,https://www.zomato.com/bangalore/bucket-biryani-frazer-town-bangalore,"biryani, kebab","Frazer Town, Bangalore",11am – 11pm (Today),"61, MM Road, Near SBI ATM, Frazer Town, Bangalore",+919980950032,1,1,1,0,4.0,325,4.1,1717,,,"Good for Large Groups, Order Online, Comfortable Seating Area, Food Taste, Portion, Prices",1000,Bangalore,,,4.05,2042,1226.0,55,1.9806416405778786,2,1507.1727272727273,4.02
New Shanthi Sagar,https://www.zomato.com/bangalore/new-shanthi-sagar-vijay-nagar,"south indian, north indian, chinese, street food, beverages, shake","Vijay Nagar, Bangalore",11:56am – 10:10pm (Today),"40/1, 2nd Main Road, Vijay Nagar, Bangalore",+918023384357,1,1,1,1,3.3,90,3.9,1907,,,,400,Bangalore,,,3.5999999999999996,1997,1193.5,64,0.7922566562311515,6,2232.421875,3.971875
Andhra Biryanis,https://www.zomato.com/bangalore/andhra-biryanis-nagawara,"biryani, andhra, chinese, north indian","Nagawara, Bangalore",Opens at 7pm,"49/83/SA, Second Floor, Kadaba Hobli, Nagawara, Bangalore",+919611464339,1,1,1,0,4.1,452,4.1,17200,,"Fried Piece Biryani, Non Veg Biryani, Paneer Biryani, Chicken Biryani","Proper Packaging, Perfect Presentation, Contactless Delivery, Preparation, Hygiene, Good Quantity",550,Bangalore,,,4.1,17652,9031.0,32,1.0893529023178332,4,2346.609375,3.775
Goli Vada Pav,https://www.zomato.com/bangalore/goli-vada-pav-basaveshwara-nagar-bangalore,"street food, fast food, burger, ice cream, desserts","Basaveshwara Nagar, Bangalore",9am – 11pm (Today),"102/3, Dr. Siddaih Puranik Road, Basaveshwara Nagar, Bangalore",+919731999555,1,1,1,0,3.1,0,4.0,150,,,,350,Bangalore,,,3.55,150,275.0,44,0.6932245742022576,5,2375.306818181818,4.009090909090909
Smoor,https://www.zomato.com/bangalore/smoor-malleshwaram-bangalore,"bakery, desserts","Orion Mall, Malleshwaram, Bangalore",8am – 12midnight (Today),"Floor 2, Orion Mall, Brigade Gateway, Dr. Rajkumar Road, Malleshwaram, Bangalore",+918022682150,1,1,1,0,4.1,362,4.3,1619,,"Cakes Pastry, Macaroon, Pastries, Chocolate Cake, Hot Chocolate, Cheese Cake","Couple Friendly, Staff Service, Good Options, Quick Service, Food Presentation, Friendly Staff",800,Bangalore,,,4.199999999999999,1981,1205.5,11,1.584513312462303,2,1447.8636363636363,3.9181818181818184
Krispy Kreme,https://www.zomato.com/bangalore/krispy-kreme-malleshwaram,"desserts, beverages","Mantri Square, Malleshwaram, Bangalore",10am – 10pm (Today),"Lower Ground Floor, Mantri Square Mall, Sampige Road, Malleshwaram, Bangalore",+919945044327,1,0,0,0,3.8,127,4.3,1203,,,"Good Place, Packaging, Staff, Quality, Ambience",400,Bangalore,,,4.05,1330,880.0,12,0.7922566562311515,2,1618.75,3.908333333333333
Baskin Robbins,https://www.zomato.com/bangalore/baskin-robbins-malleshwaram,"ice cream, desserts, beverages","Malleshwaram, Bangalore",12noon – 11pm (Today),"4, 8th Main, Near Reliance Fresh, 18th Cross, Malleshwaram, Bangalore",+918042199495,1,1,1,1,3.4,32,4.1,285,,,,400,Bangalore,,,3.75,317,363.5,73,0.7922566562311515,3,2327.3424657534247,4.053424657534246
Mad Over Donuts,https://www.zomato.com/bangalore/mad-over-donuts-1-malleshwaram,"desserts, beverages","Mantri Square, Malleshwaram, Bangalore",Opens tomorrow at 10:15am,"3rd Floor, Mantri Square Mall, Sampige Road, Malleshwaram, Bangalore",+918022682133,1,1,1,0,3.8,163,4.0,930,,"Choco Bomb, Donuts, Chocolate, Coffee",,250,Bangalore,,,3.9,1093,746.5,12,0.49516041014446965,2,1618.75,3.908333333333333
Starbucks Coffee,https://www.zomato.com/bangalore/starbucks-coffee-sadashiv-nagar-bangalore,"coffee, desserts, beverages","Sadashiv Nagar, Bangalore",8am – 12midnight (Today),"402, Ground Floor, 8th Main Road, Sadashiv Nagar, Bangalore",+918884678563,1,1,1,0,4.0,216,3.9,271,,"Hazelnut Mocha, Spinach Corn Sandwich, Cappuccino, Coffees, Hot Chocolate, Red Velvet","Sit and Read, Couple Friendly, Soft Music, Cafe, Courteous Staff, Location",600,Bangalore,,,3.95,487,438.5,15,1.1883849843467271,3,848.6666666666666,3.98
Hotel Gowdru Mane,https://www.zomato.com/bangalore/hotel-gowdru-mane-rajajinagar-bangalore,"chettinad, chinese","Rajajinagar, Bangalore",11am – 11:01pm (Today),"21/11, 2nd Block, Opposite Dr. Rajkumar Samathi, Nandini Layout, Mahalakshmipuram, Rajajinagar, Bangalore",+918152858196,1,1,1,0,3.4,11,3.8,1563,,,,400,Bangalore,,,3.5999999999999996,1574,977.0,85,0.7922566562311515,2,1653.3764705882354,4.008235294117647
Hotel Kadamba Veg,https://www.zomato.com/bangalore/hotel-kadamba-veg-rajajinagar,"south indian, north indian, street food, chinese, salad, mithai, beverages, shake","Rajajinagar, Bangalore",7am – 10pm (Today),"Venkatadri Arcade, Dr.Ambedkar Hospital, WOC Road, Rajajinagar, Bangalore",+918041287528,1,1,1,1,3.7,427,4.0,6188,,"Bisi Bele Bhaath, Sweet Pongal, Puliyogare, Babycorn Manchurian, Vada, Coffee","Parking, Breakfast, Management, Tasty Food, Good Place, Good Service",600,Bangalore,,,3.85,6615,3507.5,85,1.1883849843467271,8,1653.3764705882354,4.008235294117647
Indraprastha Restaurant,https://www.zomato.com/bangalore/indraprastha-restaurant-vijay-nagar,"south indian, north indian, chinese, street food, beverages","Vijay Nagar, Bangalore",7am – 11pm (Today),"48, 17th Cross, MC Layout, Near Vijay Nagar Hospital, Vijay Nagar, Bangalore",+918041141491,1,1,1,0,4.0,667,4.2,8056,,"Puri Saagu, Filter Kaapi, Masala Poori, Vada, Dosa, Gobi Manchurian","Good for Large Groups, Cleanliness, Breakfast, Decent Place, Family Crowd, Reasonable Price",600,Bangalore,,,4.1,8723,4571.5,64,1.1883849843467271,5,2232.421875,3.971875
Nammura Upachara,https://www.zomato.com/bangalore/nammura-upachara-basaveshwara-nagar,"south indian, north indian, street food, chinese","Basaveshwara Nagar, Bangalore",7am – 10:30pm (Today),"51, 1st A Cross, LIC Colony, West Of Chord Road, Basaveshwara Nagar, Bangalore",+918971505280,1,1,1,0,3.6,94,4.2,11300,,,"Casual Seating Area, Pocket Friendly, Breakfast, Good Taste, Value for Money, Prices",400,Bangalore,,,3.9000000000000004,11394,5907.0,44,0.7922566562311515,4,2375.306818181818,4.009090909090909
Udupi Park Inn,https://www.zomato.com/bangalore/udupi-park-inn-hebbal-bangalore,"south indian, street food, chinese, juices, beverages, shake","Hebbal, Bangalore",7am – 10pm (Today),"29, GVR Plaza, Bellary Road, Near Canara Bank, Hebbal, Bangalore",+919008131544,1,1,1,1,3.3,105,3.8,12700,,,"Good Wifi, Hygiene, Elaborate Menu, Customizable Food, Fresh Food, Spicy",300,Bangalore,,,3.55,12805,6592.5,21,0.5941924921733636,6,1699.142857142857,3.8523809523809525
Chaayos Chai+Snacks=Relax,https://www.zomato.com/bangalore/chaayos-chai-snacks-relax-1-malleshwaram-bangalore,beverages,"Malleshwaram, Bangalore",8am – 8pm (Today),"Unit 41 & 42, Lower Ground Floor, Mantri Square Mall, Sampige Road, Malleshwaram, Bangalore",+919599598307,1,1,0,0,3.9,107,4.1,315,,"Chai, Snacks, Tea, Chutney, Drink","Best Decor, Food Presentation, Contactless Delivery, Worth the Money, Wonderful Presentation, Timely Service",350,Bangalore,,,4.0,422,416.0,73,0.6932245742022576,1,2327.3424657534247,4.053424657534246
New Uncle Kitchen,https://www.zomato.com/bangalore/new-uncle-kitchen-jalahalli,"mughlai, north indian, chinese, seafood, biryani","Jalahalli, Bangalore","12noon – 3pm, 6pm – 11pm (Today)","870, A Block, 2nd Main, Sujatha, Ayappa Nagar, Jalahalli, Bangalore",+918041172552,1,1,1,0,4.1,521,4.2,23900,,"Malai Kofta, Lemon Chicken, Chicken 65, Butter Chicken","Fast Delivery, Good Quantity, Great Taste, Good Taste, Good Food, Good Service",600,Bangalore,,,4.15,24421,12420.5,34,1.1883849843467271,5,1985.6470588235295,3.95
Le Arabia,https://www.zomato.com/bangalore/le-arabia-basaveshwara-nagar-bangalore,"north indian, mughlai, chinese, arabian, biryani, beverages, desserts","Basaveshwara Nagar, Bangalore",8am – 12midnight (Today),"881/B&B1, Eramma Phulekar Nilaya, 2nd Stage, West Of Chord Road, Basaveshwara Nagar, Bangalore",+916366721724,1,1,1,0,4.4,1474,3.9,19400,,"Paneer Chatpata, Ghee Roast Mutton, Sea Food Platter, Tangdi Kabab, Barbeque Chicken, Crispy Chicken","Affordable Rate, Pocket Friendly Restaurant, Serving Staff, Comfortable Seating Area, Nice Hospitality, Gastronomical Experience",800,Bangalore,,,4.15,20874,10632.0,44,1.584513312462303,7,2375.306818181818,4.009090909090909
Shanthi Sagar,https://www.zomato.com/bangalore/shanthi-sagar-basaveshwara-nagar,"south indian, north indian, chinese, street food, ice cream, desserts, shake, beverages","Basaveshwara Nagar, Bangalore",7am – 11pm (Today),"469, 3rd Block, 3rd Stage, Siddaiah Puranik Road, Basaveshwara Nagar, Bangalore",+918023228205,1,1,1,0,3.5,89,4.1,9727,,,,500,Bangalore,,,3.8,9816,5113.0,44,0.9903208202889393,8,2375.306818181818,4.009090909090909
Priyadarshini Veg,https://www.zomato.com/bangalore/priyadarshini-veg-yeshwantpur-bangalore,"north indian, south indian, chinese, beverages, shake","Yeshwantpur, Bangalore",7:30am – 10pm (Today),"25, LCR Complex, 1st Main Stage, 5th Cross, 4th Phase, Gokul Extension, Yeshwantpur, Bangalore",+919449044154,1,1,1,1,4.0,240,4.3,5538,,"Panneer Butter Masala, Sambar, Idli, Dosa","Good Taste, Worth the Money, Quantity, Experience, Food",400,Bangalore,,,4.15,5778,3104.0,40,0.7922566562311515,5,1612.9125,3.9
RS Shiv Sagar Express,https://www.zomato.com/bangalore/rs-shiv-sagar-express-new-bel-road-bangalore,"south indian, north indian, chinese, fast food, shake","New BEL Road, Bangalore",8am – 11pm (Today),"62, 80 Feet Road, RMV 2nd Stage, Near M S Ramaiah Hospital, New BEL Road, Bangalore",+917026236662,1,1,1,0,3.9,198,4.0,11600,,,"Plenty of Vegetarian Options, Elegantly Decorated, Polite Staff, Tasty Food, Nice Place, Menu",300,Bangalore,,,3.95,11798,6099.0,94,0.5941924921733636,5,1821.9202127659576,3.9436170212765957
IDC Kitchen,https://www.zomato.com/bangalore/idc-kitchen-new-bel-road-bangalore,"south indian, beverages","New BEL Road, Bangalore",7am – 10pm (Today),"80 Feet Road, KGEHBS Layout, Armane Nagar, New BEL Road, Bangalore",+917619282725,1,1,1,0,3.0,26,4.2,1347,,,"Sanitised Service, Cooperative Staff, Good Quality, Packaging",150,Bangalore,,,3.6,1373,896.5,94,0.2970962460866818,2,1821.9202127659576,3.9436170212765957
Just Shawarma,https://www.zomato.com/bangalore/just-shawarma-basaveshwara-nagar-bangalore,"lebanese, fast food, beverages","Basaveshwara Nagar, Bangalore",11am – 11pm (Today),"330, 3rd Stage, 4th Block, WCR, Basaveshwara Nagar, Bangalore",+917259126861,1,1,0,0,3.2,47,3.7,1978,,,"Quick Serving, Best Staff, Great Menu, Clean and Hygienic Place, Fresh Food, Good Quality",300,Bangalore,,,3.45,2025,1197.5,44,0.5941924921733636,3,2375.306818181818,4.009090909090909
Tripti Hotel & Restaurant,https://www.zomato.com/bangalore/tripti-hotel-restaurant-new-bel-road-bangalore,"north indian, bengali, seafood","New BEL Road, Bangalore",12noon – 11:30pm (Today),"95/1, 2nd Main, 5th Cross, MSR Nagar, Yeshwanthapura, BBMP North, New BEL Road, Bangalore",+918892858219,1,1,1,0,3.8,57,4.0,5894,,,,300,Bangalore,,,3.9,5951,3175.5,94,0.5941924921733636,3,1821.9202127659576,3.9436170212765957
Mayura Restaurant,https://www.zomato.com/bangalore/mayura-restaurant-peenya,"andhra, chinese, north indian, biryani","Peenya, Bangalore","11am – 4pm, 6:30pm – 10pm (Today)","9, KIABD Complex, TVS Cross, Peenya, Bangalore",+918028397288,1,1,1,0,3.9,129,4.2,3055,,,"Meals, Price, Food, Service",700,Bangalore,,,4.05,3184,1802.0,7,1.3864491484045152,4,722.4285714285714,3.9857142857142853
Sree Udupi Grand,https://www.zomato.com/bangalore/sree-udupi-grand-majestic-bangalore,"south indian, north indian, chinese, beverages, shake","Majestic, Bangalore",7am – 10:30pm (Today),"1st Main, 2nd Stage, Okalipuram, Opposite Shakthi Ganapathi Temple, Majestic, Bangalore",+919945022989,1,1,1,0,3.6,1,4.0,25,,,,300,Bangalore,,,3.8,26,213.0,22,0.5941924921733636,5,546.6818181818181,4.045454545454546
E2P Italian Pizza & Burger,https://www.zomato.com/bangalore/e2p-italian-pizza-burger-basaveshwara-nagar-bangalore,"pizza, fast food, pasta, sandwich, burger, desserts, beverages","Basaveshwara Nagar, Bangalore",11am – 12midnight (Today),"54, 1st Main, 3rd Stage, 3rd Phase, Near Total Gas Bunk, Basaveshwara Nagar, Bangalore",+919945544334,1,1,1,0,3.6,52,3.9,560,,,"Awesome Spot to Hangout, Comforting Atmosphere, Clean and Hygienic Place, Food Presentation, Good Music, Worth the Money",500,Bangalore,,,3.75,612,501.0,44,0.9903208202889393,7,2375.306818181818,4.009090909090909
Gokul Veg,https://www.zomato.com/bangalore/gokul-veg-rt-nagar,"south indian, north indian, chinese, fast food, desserts, juices, beverages, shake","RT Nagar, Bangalore",Opens at 7pm,"7, P&T Colony, Above Univercell, 80 Feet Road, RT Nagar, Bangalore",+918040934563,1,1,1,1,3.5,189,4.1,1602,,,"Good for Large Groups, Decent Place, Management, Good Service, Menu, Good Food",800,Bangalore,,,3.8,1791,1100.5,27,1.584513312462303,8,1364.962962962963,3.8925925925925924
Ibaco,https://www.zomato.com/bangalore/ibaco-malleshwaram-bangalore,desserts,"Mantri Square, Malleshwaram, Bangalore",10am – 11pm (Today),"3rd Floor, Food Court, Mantri Square, Malleshwaram, Bangalore",+919986669171,1,1,1,1,3.5,96,4.3,92,natural flavored ice creams,,,250,Bangalore,,,3.9,188,309.0,12,0.49516041014446965,1,1618.75,3.908333333333333
Udupi Ruchi Grand,https://www.zomato.com/bangalore/udupi-ruchi-grand-yeshwantpur-bangalore,"south indian, north indian, chinese, beverages, street food, desserts, fast food","Yeshwantpur, Bangalore",6am – 10pm (Today),"Com 9D, Devaraj Urs Truck Terminals, Kanteerava Studious Main Road, 2nd Stage, Industrial Suburb, Yeshwantpur, Bangalore",+917022680608,1,1,1,0,3.6,23,4.0,3903,,,,500,Bangalore,,,3.8,3926,2163.0,40,0.9903208202889393,7,1612.9125,3.9
Calicut Restaurant,https://www.zomato.com/bangalore/calicut-restaurant-yeshwantpur,"kerala, north indian, chinese, beverages, south indian, biryani, shake","Yeshwantpur, Bangalore",7am – 11pm (Today),"2/1, 1st Cross, 14th Main, MSR Road, Mathikere, Yeshwantpur, Bangalore",+917022426464,1,1,1,0,3.8,212,3.9,6788,,,"Good Taste, Packing, Table, Price, Delicious Food, Ambience",500,Bangalore,,,3.8499999999999996,7000,3695.0,40,0.9903208202889393,7,1612.9125,3.9
Udupi Kitchen,https://www.zomato.com/bangalore/udupi-kitchen-vijay-nagar,"south indian, chinese, street food, desserts, beverages, shake","Vijay Nagar, Bangalore",8am – 9:45pm (Today),"CHBS Layout, Chord Road, Near Metro Station, Vijay Nagar, Bangalore",+919880883422,1,1,1,0,3.8,82,4.0,1137,,,"Spicy, Price, Quality, Food",300,Bangalore,,,3.9,1219,809.5,64,0.5941924921733636,6,2232.421875,3.971875
"Frozen Bottle - Milkshakes, Desserts and Ice Cream",https://www.zomato.com/bangalore/frozen-bottle-milkshakes-desserts-and-ice-cream-new-bel-road-bangalore,"beverages, desserts, ice cream, waffle, bakery, healthy food","New BEL Road, Bangalore",11am – 3am (Today),"21, Jaladarshini Layout, New BEL Road, Bangalore",+919739670495,1,1,0,1,3.8,126,4.2,3992,,,,350,Bangalore,,,4.0,4118,2269.0,94,0.6932245742022576,6,1821.9202127659576,3.9436170212765957
AB's - Absolute Barbecues,https://www.zomato.com/bangalore/abs-absolute-barbecues-yeshwantpur-bangalore,"north indian, mangalorean, bbq, street food, desserts, salad, beverages","Yeshwantpur, Bangalore",10:30am – 11pm (Today),"9/36, 2nd Floor, Vaishnavi Sapphire Centre, Tumkur Road, Yeshwantpur, Bangalore",+917337383763,1,1,1,0,4.5,1424,3.5,592,,"Thai Prawns Curry, Chilli Ice Cream, Strawberry Soda, American Cheesy Potato, Mini Gulab Jamun, Tangdi Chicken","Quantity of Portion, Live Grill, Good Food and Good Service, Pocket Friendly Restaurant, Comfortable Seating Area, Good for Large Groups",1200,Bangalore,,,4.0,2016,1183.0,40,2.3767699686934542,7,1612.9125,3.9
Chetty's Corner,https://www.zomato.com/bangalore/chettys-corner-malleshwaram-bangalore,"fast food, sandwich, pizza, desserts, street food, burger","Malleshwaram, Bangalore",11am – 10:30pm (Today),"35, 8th Main, 16th Cross Road, Malleshwaram, Bangalore",+919164620000,1,1,1,1,3.2,109,3.9,772,,,,300,Bangalore,,,3.55,881,635.5,73,0.5941924921733636,6,2327.3424657534247,4.053424657534246
Flavors of North,https://www.zomato.com/bangalore/flavors-of-north-new-bel-road,"north indian, chinese, biryani, shake","New BEL Road, Bangalore",Opens at 7pm,"4/1, 3rd Cross, MSRE College Road, New BEL Road, Bangalore",+919845415585,1,1,1,0,2.9,162,3.8,12900,,,"Reasonable Prices, Good Taste, Packing, Great Food, Delicious Food, Good Food",400,Bangalore,,,3.3499999999999996,13062,6721.0,94,0.7922566562311515,4,1821.9202127659576,3.9436170212765957
Shri Udupi Cafe,https://www.zomato.com/bangalore/shri-udupi-cafe-1-new-bel-road-bangalore,"north indian, biryani, chinese, street food, beverages","New BEL Road, Bangalore",7am – 10:30pm (Today),"543, Old 12, 2nd Cross, Devasandra, New BEL Road, Bangalore",+918618754730,1,1,1,0,3.8,149,3.6,20400,,,"Breakfasts, Reasonable Prices, Prompt Service, Good Taste, Great Portions, Worth the Money",300,Bangalore,,,3.7,20549,10454.5,94,0.5941924921733636,5,1821.9202127659576,3.9436170212765957
TKS Iyengars,https://www.zomato.com/bangalore/tks-iyengars-1-basaveshwara-nagar-bangalore,south indian,"Basaveshwara Nagar, Bangalore",7am – 10pm (Today),"274, 8th Main, Basaveshwara Nagar, Bangalore",+919606904008,1,1,1,0,3.2,69,4.2,4106,,,"Management, Food Taste, Elaborate Menu, Meals, Customizable Food, Fresh Food",200,Bangalore,,,3.7,4175,2297.5,44,0.39612832811557575,1,2375.306818181818,4.009090909090909
Hotel Udupi Garden,https://www.zomato.com/bangalore/hotel-udupi-garden-sanjay-nagar-bangalore,"south indian, north indian, chinese, street food, desserts, beverages","Sanjay Nagar, Bangalore",7am – 10pm (Today),"106 & 107/1, AECS Layout, Near Post office, Nagashetty Halli, Sanjay Nagar, Bangalore",+919740810671,1,1,1,1,3.8,13,4.2,1208,,,,400,Bangalore,,,4.0,1221,820.5,23,0.7922566562311515,6,491.8478260869565,3.973913043478261
Gowda's Biriyani Corner,https://www.zomato.com/bangalore/gowdas-biriyani-corner-vijay-nagar-bangalore,"south indian, biryani, north indian","Vijay Nagar, Bangalore",7:30am – 11:30pm (Today),"187/13, 9th Main Road, Vijay Nagar, Bangalore",+918970669119,1,1,1,0,3.7,162,3.8,19800,,,,400,Bangalore,,,3.75,19962,10171.0,64,0.7922566562311515,3,2232.421875,3.971875
Paratha Club,https://www.zomato.com/bangalore/paratha-club-1-new-bel-road,north indian,"New BEL Road, Bangalore",9am – 10:30pm (Today),"19, GNR Plaza, New BEL Road, Bangalore",+919632469431,1,1,0,1,3.2,21,4.0,42,,,,200,Bangalore,,,3.6,63,231.5,94,0.39612832811557575,1,1821.9202127659576,3.9436170212765957
Ayodhya Sagar,https://www.zomato.com/bangalore/ayodhya-sagar-basaveshwara-nagar-bangalore,"south indian, north indian, chinese, street food, desserts, beverages","Basaveshwara Nagar, Bangalore",7am – 10pm (Today),"483, 8th Main, BEML Layout, Basaveshwara Nagar, Bangalore",+919880855044,1,1,1,0,3.6,108,4.1,7268,,,"Meals, Good Food, Quality, Service",300,Bangalore,,,3.8499999999999996,7376,3893.0,44,0.5941924921733636,6,2375.306818181818,4.009090909090909
Huliyappa's Donne Biryani,https://www.zomato.com/bangalore/huliyappas-donne-biryani-rt-nagar,"biryani, beverages","RT Nagar, Bangalore",Opens at 7pm,"33, 10th Cross, Ganga Nagar, RT Nagar, Bangalore",+917795530007,1,1,1,0,4.0,280,4.0,719,,,"Prompt Service, Spicy, Good Place, Value for Money, Menu, Quantity",350,Bangalore,,,4.0,999,699.5,27,0.6932245742022576,2,1364.962962962963,3.8925925925925924
Chaat Street,https://www.zomato.com/bangalore/chaat-street-new-bel-road,"street food, fast food, north indian, beverages","New BEL Road, Bangalore",9am – 11pm (Today),"193, 2nd & 3rd Floor, M H Chandrappa, Mathikere, Near Gowri Apartments, New BEL Road, Bangalore",+919945219618,1,1,1,0,4.1,573,4.0,10800,,"Chole Bhatoorey, Gol Gappa, Tawa Pulav, Bhel Puri, Raj Kachori, Dahi Puri","Drive through, Economical, Nice Crowd, Street Food, Great Recommendations, Valet",350,Bangalore,,,4.05,11373,5886.5,94,0.6932245742022576,4,1821.9202127659576,3.9436170212765957
Auntie Fung's,https://www.zomato.com/bangalore/auntie-fungs-new-bel-road,"asian, thai, chinese, vietnamese, japanese, indonesian, burmese, korean","New BEL Road, Bangalore",12noon – 11pm (Today),"Ground Floor, 78/ A, Devasandara, Opposite Ramaiah Hospital, New BEL Road, Bangalore",+917259667799,1,1,1,0,4.2,703,4.0,7478,,"Indonesian Nasi Goreng, Thukpa Noodles, Chicken Yakitori, Burmese Khowsuey, Chicken Dimsums, Cantonese Noodles","Quality of Food, Chinese, Cozy Place, Family Place, Authentic Taste, Cleanliness",600,Bangalore,,,4.1,8181,4290.5,94,1.1883849843467271,8,1821.9202127659576,3.9436170212765957
Aubree,https://www.zomato.com/bangalore/aubree-sadashiv-nagar,"fast food, italian, thai","Sadashiv Nagar, Bangalore",9am – 11:30pm (Today),"41/1, Sri Sai, 2nd Main, Vyalikaval, Sadashiv Nagar, Bangalore",+919008175757,1,1,1,0,4.3,798,4.2,2348,,"Rich Chocolate Truffle, Wonderful Cake, Choco Brownie, Cookies, Red Velvet, Pastries","Best Places, Awesome Place, Flavour, Friendly Staff, Great Ambience, Decor",900,Bangalore,,,4.25,3146,1783.0,15,1.7825774765200908,3,848.6666666666666,3.98
By 2 Coffee,https://www.zomato.com/bangalore/by-2-coffee-malleshwaram,south indian,"Malleshwaram, Bangalore","7am – 12noon, 4pm – 9:30pm (Today)","49, 7th Cross, Malleshwaram, Bangalore",+918310478212,1,1,0,1,3.8,2,4.3,7752,,"Filter Coffee, Idli, Vada, Masala Dosa, Sambar, Chutney","Breakfast, Good Taste, Price, Nice Place, Ambience",150,Bangalore,,,4.05,7754,4092.0,73,0.2970962460866818,1,2327.3424657534247,4.053424657534246
Ajji Pork Hotel,https://www.zomato.com/bangalore/ajji-pork-hotel-yeshwantpur-bangalore,south indian,"Yeshwantpur, Bangalore",10:30am – 10:30pm (Today),"13/21-3, Muniraju Building, MEC Road, Near Sri Lakshmi Automobiles, Yeshwantpur, Bangalore",+919901297572,1,1,1,0,2.7,7,3.9,722,,,,300,Bangalore,,,3.3,729,559.5,40,0.5941924921733636,1,1612.9125,3.9
Atithi Satkar,https://www.zomato.com/bangalore/atithi-satkar-sanjay-nagar,"south indian, north indian, street food, chinese, ice cream, shake","Sanjay Nagar, Bangalore",7am – 10:30pm (Today),"29, 2nd Stage, Rajagopal Road, Sanjay Nagar, Bangalore",+918023412946,1,1,1,0,3.1,122,3.8,2944,,,"Family Crowd, Food Quality, Prices, Good Place, Menu, Good Food",400,Bangalore,,,3.45,3066,1723.0,23,0.7922566562311515,6,491.8478260869565,3.973913043478261
Shawarma Time,https://www.zomato.com/bangalore/shawarma-time-yeshwantpur-bangalore,"lebanese, rolls, fast food","Yeshwantpur, Bangalore",10:23am – 11:05pm (Today),"559, 7th Cross, St Main Road, Yeshwantpur, Bangalore",+919886287794,1,1,1,0,3.7,7,4.1,895,,,,200,Bangalore,,,3.9,902,656.0,40,0.39612832811557575,3,1612.9125,3.9
Nando's,https://www.zomato.com/bangalore/nandos-rajajinagar-bangalore,"fast food, burger, portuguese","Orion Mall, Malleshwaram, Bangalore",11:30am – 9pm (Today),"Shop UG-09B, Upper Ground Floor, Orion Mall, Brigade Gateway Campus, Dr. Rajkumar Road, Rajajinagar, Bangalore",+918022682324,1,1,1,0,4.4,2902,3.8,1566,,"Quarter Chicken Dinner, Cataplana Algarve, Peri Peri Chips, Butterfly Chicken, Espetada Carnival, Pulled Chicken","Thank you for the Best Service, Ambience and Service, Good Service Good Quality, Good Server, Gastronomical Experience, Ample Seating Area",800,Bangalore,,,4.1,4468,2424.0,11,1.584513312462303,3,1447.8636363636363,3.9181818181818184
